ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (g),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Swatches Attributes,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled_v2,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: fb_product_group_id,Meta: stackable_optimized_css,Meta: fb_product_item_id,Meta: fb_product_description,Meta: fb_rich_text_description,Meta: _wc_facebook_product_image_source,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Meta: _wc_facebook_enhanced_catalog_attributes_storage_capacity,Meta: _wc_facebook_enhanced_catalog_attributes_screen_size,Meta: _wc_facebook_enhanced_catalog_attributes_operating_system,Meta: _wc_facebook_enhanced_catalog_attributes_model,Meta: _wc_facebook_enhanced_catalog_attributes_standard_features,Meta: _wc_facebook_enhanced_catalog_attributes_standby_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_type,Meta: _wc_facebook_enhanced_catalog_attributes_talk_time,Meta: _wc_facebook_enhanced_catalog_attributes_u_s_b_technology,Meta: _wc_facebook_enhanced_catalog_attributes_video_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_length,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_material,Meta: _wc_facebook_enhanced_catalog_attributes_watch_band_width,Meta: _wc_facebook_enhanced_catalog_attributes_watch_case_shape,Meta: _wc_facebook_enhanced_catalog_attributes_sim_types,Meta: _wc_facebook_enhanced_catalog_attributes_rear_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_battery_life,Meta: _wc_facebook_enhanced_catalog_attributes_numberof_s_i_m_card_slots,Meta: _wc_facebook_enhanced_catalog_attributes_front_facing_camera_resolution,Meta: _wc_facebook_enhanced_catalog_attributes_display_technology,Meta: _wc_facebook_enhanced_catalog_attributes_connector_type,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_generation,Meta: _wc_facebook_enhanced_catalog_attributes_cellular_band,Meta: _wc_facebook_enhanced_catalog_attributes_cell_phone_service_provider,Meta: _wc_facebook_enhanced_catalog_attributes_bluetooth_technology,Meta: _wc_facebook_enhanced_catalog_attributes_watch_style,Meta: _thumbnail_ext_url,Meta: _wc_facebook_enhanced_catalog_attributes_color,Meta: _wc_facebook_enhanced_catalog_attributes_age_group,Meta: _wc_facebook_enhanced_catalog_attributes_size,Meta: _wc_facebook_enhanced_catalog_attributes_pattern,Meta: _wc_facebook_enhanced_catalog_attributes_material,Meta: _wc_facebook_enhanced_catalog_attributes_gender,Atributo por defecto 1,Atributo por defecto 2,Meta: fb_product_image,Meta: fb_product_price,Meta: fb_product_images
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,23,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Gris,,0,,,29386963464228019,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 12 / 12 Pro, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,1,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Negro,,0,,,9991592510871954,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 12 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,2,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9894136287284743,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 13 / 14, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,3,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 14,,0,yes,yes,,Color,Negro,,0,,,9652969054746838,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 13 Pro, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,4,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Negro,,0,,,9416559475129521,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 13 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,5,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9977224312288802,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 14 Plus, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,8,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,yes,yes,,Color,Negro,,0,,,9150468691745943,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 14 Pro, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,6,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Negro,,0,,,9621058467991944,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 14 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,7,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Negro,,0,,,10058233270856336,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,9,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15,,0,yes,yes,,Color,Negro,,0,,,9432571496861133,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Plus, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,12,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus,,0,yes,yes,,Color,Negro,,0,,,9979287492103095,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,10,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Negro,,0,,,"8,69714E+15",,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 15 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,11,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9246285768832084,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,13,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Negro,,0,,,29033913526255988,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Plus, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,16,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,yes,yes,,Color,Negro,,0,,,"9,53061E+15",,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,14,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Negro,,0,,,9657636417625939,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda con Soporte de Anillo - iPhone 16 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,199,249,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,15,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9458637737561539,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 12 / 12 Pro, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-5.jpeg,,,IUKU0003,,,,,,22,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Gris,,0,,,9563101463772895,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 12 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,23,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Gris,,0,,,"9,65078E+15",,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 14 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,24,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9593259827383481,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15 Pro, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,25,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Gris,,0,,,28893106123670969,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,26,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9660672800646114,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 e, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-16.jpeg,,,IUKU0003,,,,,,27,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 e,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16, Gris",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-16.jpeg,,,IUKU0003,,,,,,28,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Gris,,0,,,"9,78033E+15",,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 Pro, Gris",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,29,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Gris,,0,,,9297536120375545,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,30,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Gris,,0,,,9961995113834677,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 17 Air, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-16.jpeg,,,IUKU0003,,,,,,31,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Air,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 17, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-16.jpeg,,,IUKU0003,,,,,,32,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 17 Pro, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,33,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 17 Pro Max, Gris",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,34,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 17 Pro Max,,0,yes,yes,,Color,Gris,,0,,,,,,product,,,,Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 12 / 12 Pro, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,1,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,yes,yes,,Color,Negro,,0,,,23983413241246521,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 12 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,2,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9552102644876633,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 13 / 14, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-3.jpeg,,,IUKU0003,,,,,,3,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 14,,0,yes,yes,,Color,Negro,,0,,,9498655850211249,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 13 Pro, Negro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,4,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro,,0,yes,yes,,Color,Negro,,0,,,9440876189326123,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 13 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,5,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9605876796136778,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 14 Plus, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-2.jpeg,,,IUKU0003,,,,,,6,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,yes,yes,,Color,Negro,,0,,,28900510459596459,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 14 Pro, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,7,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,yes,yes,,Color,Negro,,0,,,"8,62888E+15",,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 14 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,8,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,yes,yes,,Color,Negro,,0,,,28992507547063594,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15, Negro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-3.jpeg,,,IUKU0003,,,,,,9,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15,,0,yes,yes,,Color,Negro,,0,,,9593421587439983,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15 Plus, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-2.jpeg,,,IUKU0003,,,,,,10,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus,,0,yes,yes,,Color,Negro,,0,,,9841390272570616,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15 Pro, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,11,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro,,0,yes,yes,,Color,Negro,,0,,,28880114374969316,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 15 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,12,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro Max,,0,yes,yes,,Color,Negro,,0,,,9230006867121316,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 e, Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-13.jpeg,,,IUKU0003,,,,,,13,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 e,,0,yes,yes,,Color,Negro,,0,,,,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-13.jpeg,,,IUKU0003,,,,,,14,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16,,0,yes,yes,,Color,Negro,,0,,,29809815171939037,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 Plus, Negro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-13.jpeg,,,IUKU0003,,,,,,15,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,,,,Color,Negro,,0,,,10041252862574819,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 Pro, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,16,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,yes,yes,,Color,Negro,,0,,,29025606237054929,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,"Funda Mate Traslúcida - iPhone 16 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,17,,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,yes,yes,,Color,Negro,,0,,,29418294551117702,,,product,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
